Student_ID,Gender,Age,Semester,Study_Hours_Per_Day,Assignment_Load,Sleep_Hours,Attendance_Percentage,Screen_Time_Hours,Caffeine_Intake,Extracurricular_Hours,Exam_Pressure,Financial_Stress,Social_Support,Stress_Level
254,1,19.0,4.0,10.1,8.0,6.4,78.0,9.3,2.0,2.0,1.0,4.0,4.0,2
255,1,23.0,8.0,3.6,4.0,6.4,78.0,10.5,3.0,1.0,9.0,6.0,5.0,0
256,0,21.0,6.0,3.7,5.0,9.0,81.0,8.4,2.0,4.0,8.0,8.0,2.0,2
257,0,24.0,6.0,3.9,4.0,7.4,88.0,8.9,2.0,3.0,1.0,10.0,4.0,2
258,1,18.0,5.0,6.2,9.0,4.1,91.0,5.5,2.0,1.0,4.0,6.0,4.0,0
259,0,22.0,4.0,4.5,8.0,6.4,100.0,8.2,5.0,5.0,6.0,5.0,8.0,2
260,0,21.0,3.0,5.4,6.0,4.5,75.0,7.8,1.0,5.0,9.0,8.0,3.0,0
261,1,22.0,1.0,6.2,2.0,7.3,68.0,9.2,0.0,3.0,3.0,4.0,2.0,1
262,1,18.0,4.0,6.7,9.0,7.2,94.0,6.9,2.0,0.0,10.0,10.0,8.0,0
263,0,18.0,1.0,1.7,9.0,7.1,100.0,7.4,3.0,0.0,1.0,9.0,5.0,2
264,0,18.0,7.0,5.5,3.0,4.6,71.0,4.8,0.0,4.0,3.0,4.0,4.0,1
265,0,24.0,6.0,7.1,5.0,6.4,90.0,8.4,0.0,2.0,7.0,8.0,10.0,2
266,1,23.0,4.0,5.1,5.0,6.5,70.0,8.9,5.0,5.0,1.0,2.0,7.0,1
267,0,21.0,8.0,4.0,1.0,6.6,65.0,6.1,5.0,1.0,2.0,8.0,7.0,1
268,0,22.0,2.0,4.1,9.0,6.0,67.0,7.4,1.0,1.0,10.0,8.0,5.0,0
269,1,18.0,5.0,4.0,9.0,8.4,67.0,5.2,1.0,2.0,1.0,4.0,10.0,1
270,1,24.0,7.0,4.6,2.0,5.8,84.0,9.9,1.0,4.0,4.0,10.0,7.0,2
271,0,21.0,3.0,5.4,2.0,8.0,97.0,4.0,5.0,2.0,1.0,2.0,7.0,1
272,1,24.0,2.0,5.5,6.0,7.8,90.0,7.2,2.0,0.0,5.0,8.0,8.0,2
273,1,20.0,7.0,7.1,7.0,5.7,76.0,9.8,5.0,4.0,7.0,2.0,10.0,2
274,0,24.0,4.0,9.6,2.0,6.0,70.0,6.1,2.0,1.0,7.0,3.0,7.0,2
275,0,20.0,2.0,7.9,2.0,8.9,65.0,6.0,2.0,3.0,6.0,5.0,2.0,2
276,1,18.0,3.0,4.2,7.0,6.1,93.0,4.3,4.0,4.0,9.0,7.0,2.0,0
277,1,18.0,6.0,3.2,9.0,5.0,70.0,5.5,4.0,4.0,6.0,7.0,1.0,0
278,0,21.0,7.0,4.9,2.0,6.9,100.0,10.1,1.0,4.0,9.0,3.0,7.0,1
279,1,19.0,5.0,3.0,5.0,8.0,82.0,6.6,3.0,1.0,2.0,3.0,7.0,1
280,0,21.0,5.0,4.9,8.0,7.5,69.0,4.8,2.0,2.0,4.0,8.0,10.0,2
281,1,21.0,2.0,5.8,3.0,6.7,84.0,8.0,0.0,3.0,6.0,10.0,7.0,2
282,0,21.0,6.0,5.6,7.0,9.0,73.0,5.7,2.0,2.0,10.0,4.0,8.0,2
283,0,19.0,7.0,3.9,6.0,5.6,83.0,5.9,5.0,5.0,8.0,10.0,4.0,0
284,0,21.0,5.0,3.7,7.0,8.3,88.0,9.8,0.0,4.0,4.0,10.0,9.0,2
285,1,23.0,1.0,3.9,8.0,5.3,78.0,7.9,3.0,2.0,2.0,7.0,8.0,2
286,1,23.0,5.0,3.9,4.0,7.4,81.0,7.4,5.0,1.0,7.0,7.0,2.0,0
287,0,22.0,8.0,2.0,10.0,8.8,90.0,10.6,4.0,4.0,7.0,9.0,1.0,0
288,0,23.0,2.0,3.8,2.0,5.9,80.0,7.6,5.0,5.0,6.0,3.0,10.0,1
289,1,22.0,7.0,5.7,6.0,7.5,92.0,11.0,0.0,0.0,2.0,5.0,4.0,2
290,1,21.0,6.0,4.6,7.0,5.3,94.0,4.2,5.0,4.0,9.0,3.0,6.0,2
291,1,21.0,2.0,3.5,5.0,6.5,91.0,10.6,0.0,0.0,3.0,6.0,5.0,2
292,0,21.0,4.0,4.0,9.0,6.8,95.0,7.0,2.0,3.0,2.0,8.0,8.0,2
293,0,18.0,5.0,7.4,1.0,9.0,72.0,5.9,0.0,2.0,2.0,3.0,4.0,1
294,1,22.0,3.0,4.0,6.0,8.1,100.0,8.4,3.0,3.0,4.0,7.0,3.0,2
295,1,23.0,7.0,8.7,7.0,7.4,66.0,6.3,5.0,4.0,4.0,8.0,10.0,2
296,0,21.0,1.0,6.2,4.0,8.2,78.0,8.6,2.0,5.0,2.0,10.0,2.0,2
297,1,20.0,6.0,6.0,4.0,8.1,94.0,9.3,0.0,2.0,8.0,9.0,6.0,2
298,0,22.0,7.0,7.8,10.0,7.5,72.0,6.7,2.0,2.0,8.0,10.0,3.0,0
299,0,22.0,2.0,5.3,3.0,8.3,85.0,5.4,0.0,1.0,5.0,2.0,3.0,1
300,0,23.0,3.0,5.7,9.0,5.9,89.0,7.1,3.0,4.0,3.0,10.0,7.0,0
301,0,19.0,8.0,7.6,9.0,6.8,76.0,7.1,4.0,1.0,8.0,5.0,3.0,0
302,1,20.0,8.0,2.3,10.0,7.6,68.0,8.3,2.0,0.0,8.0,3.0,4.0,0
303,0,22.0,8.0,9.3,7.0,6.0,96.0,7.4,3.0,5.0,8.0,8.0,3.0,0
304,1,22.0,1.0,5.5,4.0,8.9,83.0,6.8,0.0,2.0,4.0,9.0,5.0,2
305,1,24.0,8.0,5.6,10.0,7.4,96.0,7.4,4.0,4.0,2.0,10.0,2.0,0
306,0,24.0,6.0,4.1,9.0,6.8,67.0,9.1,5.0,3.0,9.0,4.0,7.0,0
307,1,23.0,4.0,2.9,5.0,6.7,67.0,5.6,3.0,2.0,6.0,2.0,8.0,1
308,1,24.0,4.0,7.4,4.0,4.2,87.0,5.9,5.0,4.0,7.0,3.0,10.0,2
309,1,24.0,4.0,5.8,4.0,8.8,68.0,6.9,4.0,2.0,9.0,5.0,10.0,2
310,1,20.0,5.0,3.9,5.0,9.0,82.0,4.1,4.0,5.0,2.0,3.0,7.0,1
311,1,20.0,3.0,1.0,3.0,7.2,80.0,6.0,1.0,5.0,6.0,4.0,7.0,1
312,0,19.0,5.0,3.0,7.0,7.6,89.0,7.5,3.0,0.0,2.0,7.0,9.0,1
313,0,23.0,6.0,3.9,8.0,4.6,96.0,8.7,2.0,4.0,1.0,2.0,8.0,1
314,0,24.0,2.0,6.3,9.0,6.4,90.0,10.7,1.0,3.0,4.0,8.0,5.0,0
315,0,24.0,5.0,2.9,6.0,4.2,100.0,5.6,4.0,1.0,10.0,8.0,6.0,0
316,1,18.0,2.0,4.9,8.0,6.9,66.0,6.5,0.0,1.0,8.0,8.0,1.0,0
317,0,19.0,3.0,5.7,5.0,4.6,75.0,9.9,2.0,0.0,6.0,5.0,2.0,0
318,0,23.0,3.0,4.8,1.0,8.2,90.0,7.7,5.0,2.0,4.0,7.0,2.0,2
319,1,18.0,4.0,5.9,8.0,7.4,69.0,7.9,1.0,4.0,4.0,9.0,8.0,2
320,1,18.0,6.0,6.3,2.0,8.5,92.0,7.4,5.0,1.0,8.0,2.0,4.0,2
321,0,18.0,2.0,6.4,2.0,6.4,85.0,9.9,2.0,2.0,3.0,7.0,3.0,2
322,1,18.0,1.0,3.6,10.0,9.0,75.0,6.9,3.0,2.0,4.0,3.0,7.0,1
323,0,24.0,4.0,2.1,2.0,6.7,71.0,5.6,1.0,0.0,10.0,7.0,6.0,2
324,0,20.0,3.0,6.7,4.0,5.5,82.0,6.1,5.0,0.0,4.0,9.0,10.0,2
325,0,24.0,1.0,1.2,5.0,5.8,78.0,2.2,4.0,4.0,9.0,4.0,7.0,2
326,0,23.0,1.0,1.8,4.0,7.6,96.0,8.6,3.0,0.0,4.0,8.0,10.0,1
327,1,22.0,1.0,5.9,6.0,5.0,85.0,6.9,1.0,3.0,10.0,7.0,6.0,0
328,1,24.0,8.0,5.0,2.0,4.8,66.0,10.0,4.0,0.0,1.0,5.0,4.0,2
329,1,18.0,7.0,6.8,9.0,6.2,83.0,7.1,5.0,5.0,9.0,7.0,7.0,0
330,0,18.0,3.0,5.4,5.0,3.4,70.0,6.5,2.0,0.0,9.0,4.0,3.0,0
331,0,21.0,2.0,3.6,5.0,5.0,92.0,6.4,5.0,1.0,1.0,4.0,2.0,2
332,0,18.0,8.0,8.6,10.0,7.5,68.0,5.9,2.0,5.0,3.0,2.0,1.0,2
333,1,23.0,1.0,6.1,3.0,8.6,96.0,8.8,2.0,4.0,9.0,5.0,3.0,2
334,0,19.0,5.0,5.1,2.0,5.5,66.0,8.4,2.0,3.0,5.0,9.0,2.0,2
335,0,23.0,2.0,5.8,8.0,7.8,94.0,8.3,4.0,2.0,1.0,8.0,10.0,1
336,1,20.0,3.0,7.1,5.0,5.7,71.0,9.6,4.0,5.0,2.0,4.0,9.0,1
337,1,18.0,1.0,5.4,4.0,9.0,67.0,5.6,3.0,2.0,7.0,3.0,3.0,2
338,1,22.0,7.0,8.5,4.0,6.8,85.0,5.7,1.0,3.0,6.0,5.0,2.0,2
339,0,18.0,1.0,4.0,3.0,6.0,79.0,7.8,4.0,0.0,7.0,2.0,8.0,1
340,0,24.0,5.0,6.0,6.0,5.6,70.0,7.0,4.0,3.0,1.0,6.0,4.0,2
341,0,22.0,5.0,9.3,10.0,9.0,80.0,7.9,3.0,2.0,10.0,8.0,4.0,0
342,1,19.0,1.0,5.1,7.0,6.7,66.0,8.2,1.0,4.0,6.0,1.0,6.0,2
343,1,24.0,7.0,3.0,5.0,6.1,71.0,3.7,1.0,4.0,4.0,7.0,8.0,1
344,1,19.0,5.0,5.8,2.0,7.5,67.0,6.0,1.0,4.0,7.0,6.0,8.0,1
345,1,22.0,2.0,8.1,9.0,4.7,73.0,4.1,5.0,3.0,2.0,10.0,10.0,2
346,1,21.0,3.0,5.4,4.0,8.1,83.0,10.4,2.0,2.0,7.0,6.0,6.0,2
347,0,20.0,4.0,4.1,2.0,8.1,77.0,6.9,1.0,4.0,2.0,3.0,2.0,1
348,1,21.0,8.0,4.7,6.0,7.8,91.0,8.3,0.0,4.0,6.0,4.0,8.0,1
349,0,21.0,5.0,1.8,2.0,8.7,70.0,9.8,1.0,5.0,5.0,10.0,1.0,2
350,1,24.0,6.0,3.7,3.0,7.1,70.0,8.0,5.0,1.0,6.0,7.0,9.0,2
351,1,23.0,5.0,5.5,5.0,5.7,76.0,5.7,0.0,3.0,8.0,9.0,9.0,2
352,1,18.0,8.0,4.9,2.0,8.3,73.0,8.1,0.0,0.0,1.0,4.0,3.0,1
353,1,24.0,7.0,4.3,6.0,7.7,70.0,2.0,4.0,4.0,5.0,2.0,1.0,2
354,1,19.0,8.0,7.3,3.0,3.9,70.0,6.3,2.0,0.0,1.0,8.0,1.0,2
355,1,22.0,7.0,2.8,7.0,4.6,96.0,9.3,0.0,3.0,7.0,3.0,6.0,2
356,1,19.0,5.0,4.1,5.0,7.0,93.0,6.9,1.0,0.0,10.0,10.0,10.0,2
357,1,23.0,5.0,6.0,8.0,6.6,91.0,4.4,4.0,3.0,1.0,2.0,5.0,1
358,0,19.0,7.0,7.0,4.0,5.8,98.0,3.9,1.0,5.0,9.0,1.0,7.0,2
359,0,21.0,8.0,4.1,6.0,8.8,97.0,8.7,2.0,3.0,5.0,3.0,1.0,2
360,0,22.0,4.0,4.3,1.0,6.0,82.0,6.4,0.0,3.0,9.0,6.0,10.0,1
361,1,19.0,2.0,9.2,4.0,7.1,80.0,7.9,2.0,4.0,1.0,4.0,10.0,1
362,0,20.0,3.0,7.1,3.0,6.9,80.0,6.5,4.0,2.0,6.0,10.0,1.0,0
363,0,22.0,3.0,4.6,10.0,6.4,77.0,6.9,3.0,4.0,5.0,3.0,8.0,2
364,1,18.0,1.0,6.5,4.0,6.6,79.0,8.5,0.0,4.0,8.0,1.0,6.0,2
365,1,24.0,3.0,4.8,6.0,6.6,76.0,3.0,2.0,0.0,1.0,3.0,10.0,1
366,1,24.0,2.0,6.8,9.0,7.0,88.0,9.0,0.0,2.0,7.0,10.0,2.0,0
367,0,20.0,6.0,1.0,3.0,9.0,75.0,6.7,5.0,3.0,8.0,6.0,3.0,2
368,0,19.0,3.0,7.2,7.0,4.9,84.0,8.2,5.0,5.0,5.0,3.0,3.0,0
369,1,23.0,7.0,2.9,10.0,5.6,67.0,10.8,1.0,4.0,6.0,10.0,4.0,0
370,1,21.0,3.0,4.6,6.0,6.8,69.0,8.7,1.0,2.0,6.0,3.0,2.0,2
371,0,21.0,1.0,6.0,5.0,6.7,78.0,7.7,1.0,5.0,2.0,6.0,5.0,1
372,1,23.0,1.0,9.8,1.0,6.4,89.0,7.4,3.0,5.0,7.0,3.0,7.0,1
373,0,21.0,6.0,7.1,9.0,8.2,89.0,9.4,0.0,3.0,10.0,4.0,3.0,0
374,0,18.0,1.0,6.3,5.0,4.8,66.0,10.3,2.0,2.0,2.0,2.0,6.0,1
375,1,21.0,3.0,2.7,2.0,7.0,100.0,5.5,0.0,2.0,10.0,10.0,8.0,2
376,1,21.0,3.0,4.9,10.0,7.0,92.0,7.6,1.0,0.0,2.0,6.0,4.0,2
377,1,21.0,5.0,5.8,5.0,8.9,84.0,7.9,1.0,0.0,1.0,7.0,10.0,1
378,0,19.0,1.0,4.5,6.0,7.9,65.0,9.4,3.0,0.0,5.0,10.0,8.0,2
379,1,18.0,1.0,2.5,4.0,7.4,75.0,8.4,5.0,2.0,2.0,8.0,2.0,2
380,0,24.0,7.0,4.4,8.0,8.6,96.0,6.7,5.0,2.0,2.0,9.0,7.0,2
381,1,20.0,7.0,5.3,6.0,6.2,76.0,7.0,3.0,0.0,5.0,8.0,8.0,2
382,0,19.0,5.0,2.8,10.0,4.3,68.0,10.2,1.0,5.0,2.0,2.0,6.0,2
383,0,24.0,4.0,3.3,9.0,5.0,68.0,2.7,3.0,4.0,7.0,9.0,8.0,0
384,1,21.0,5.0,3.7,2.0,4.5,90.0,10.3,5.0,0.0,9.0,10.0,9.0,0
385,1,18.0,8.0,7.0,3.0,5.5,75.0,11.5,1.0,1.0,3.0,1.0,7.0,1
386,1,23.0,7.0,7.0,4.0,6.0,74.0,2.0,4.0,2.0,6.0,2.0,2.0,2
387,0,22.0,7.0,9.6,9.0,4.4,85.0,3.7,2.0,4.0,8.0,1.0,10.0,2
388,0,18.0,7.0,7.0,3.0,9.0,74.0,9.8,4.0,4.0,10.0,2.0,2.0,2
389,1,24.0,5.0,6.1,9.0,7.4,87.0,8.7,3.0,2.0,7.0,8.0,10.0,0
390,0,18.0,3.0,6.5,5.0,6.9,90.0,7.2,1.0,4.0,10.0,7.0,1.0,0
391,0,20.0,4.0,4.9,1.0,5.4,95.0,6.4,2.0,2.0,1.0,6.0,5.0,1
392,0,20.0,8.0,1.6,2.0,6.4,79.0,5.0,1.0,2.0,8.0,6.0,5.0,2
393,0,22.0,2.0,2.8,4.0,6.8,93.0,9.8,1.0,3.0,8.0,9.0,6.0,2
394,1,22.0,3.0,6.8,2.0,4.1,84.0,5.0,5.0,4.0,7.0,3.0,9.0,2
395,1,19.0,4.0,6.9,4.0,5.0,68.0,6.6,1.0,0.0,8.0,1.0,6.0,2
396,1,20.0,6.0,6.1,8.0,5.0,97.0,7.2,3.0,5.0,2.0,1.0,4.0,2
397,0,21.0,8.0,2.3,3.0,5.6,95.0,7.6,4.0,4.0,6.0,6.0,3.0,2
398,0,23.0,2.0,1.8,5.0,7.2,66.0,7.0,3.0,0.0,3.0,10.0,4.0,2
399,1,23.0,4.0,6.1,4.0,6.8,82.0,9.7,5.0,3.0,9.0,1.0,1.0,0
400,0,19.0,3.0,5.3,10.0,5.9,65.0,7.2,1.0,2.0,10.0,5.0,5.0,0
401,0,21.0,6.0,6.1,8.0,6.6,81.0,7.1,1.0,3.0,5.0,9.0,10.0,2
402,0,22.0,2.0,3.6,1.0,5.5,97.0,4.2,5.0,2.0,9.0,10.0,10.0,2
403,0,20.0,2.0,8.5,8.0,4.6,69.0,5.6,2.0,2.0,6.0,5.0,5.0,0
404,0,19.0,3.0,3.6,9.0,7.8,80.0,6.4,0.0,4.0,7.0,6.0,3.0,2
405,1,23.0,8.0,7.5,5.0,5.5,81.0,7.6,3.0,3.0,7.0,1.0,10.0,1
406,1,20.0,4.0,3.3,9.0,9.0,95.0,4.6,5.0,2.0,9.0,5.0,3.0,0
407,1,20.0,2.0,5.6,8.0,7.5,73.0,7.8,5.0,2.0,9.0,3.0,6.0,0
408,1,19.0,6.0,4.6,4.0,6.3,84.0,7.1,3.0,2.0,6.0,5.0,10.0,1
409,0,21.0,2.0,4.7,8.0,7.9,68.0,11.4,5.0,4.0,10.0,10.0,2.0,0
410,0,19.0,2.0,3.9,7.0,4.4,98.0,6.8,2.0,3.0,1.0,3.0,3.0,2
411,1,20.0,7.0,10.2,10.0,5.3,94.0,10.3,1.0,2.0,3.0,2.0,8.0,2
412,0,23.0,3.0,8.4,6.0,5.7,68.0,8.1,0.0,3.0,5.0,4.0,3.0,2
413,1,21.0,2.0,8.3,3.0,5.9,92.0,6.6,5.0,3.0,7.0,7.0,8.0,2
414,0,18.0,1.0,3.8,9.0,5.0,77.0,5.7,5.0,2.0,1.0,6.0,9.0,2
415,1,18.0,1.0,2.6,4.0,6.6,79.0,5.5,5.0,2.0,5.0,3.0,2.0,2
416,0,22.0,5.0,5.5,3.0,4.2,69.0,7.7,0.0,2.0,5.0,8.0,9.0,2
417,0,21.0,3.0,6.7,6.0,3.5,96.0,7.7,2.0,1.0,3.0,7.0,1.0,0
418,1,19.0,3.0,7.5,4.0,4.7,66.0,10.3,4.0,4.0,3.0,2.0,6.0,2
419,1,21.0,5.0,5.8,9.0,5.4,68.0,6.9,4.0,0.0,2.0,1.0,1.0,2
420,1,21.0,8.0,6.1,7.0,6.6,72.0,8.1,4.0,2.0,8.0,3.0,4.0,0
421,1,20.0,7.0,3.2,2.0,6.8,98.0,4.2,2.0,4.0,10.0,3.0,7.0,1
422,1,22.0,2.0,4.8,5.0,5.1,72.0,5.5,0.0,3.0,4.0,10.0,4.0,2
423,0,24.0,4.0,7.5,6.0,8.1,91.0,8.2,2.0,1.0,1.0,9.0,8.0,2
424,1,23.0,8.0,2.8,6.0,6.0,80.0,9.4,0.0,0.0,2.0,2.0,10.0,1
425,0,19.0,2.0,5.3,9.0,9.0,69.0,7.8,5.0,5.0,2.0,5.0,4.0,2
426,0,20.0,5.0,5.4,8.0,6.0,68.0,7.3,0.0,1.0,1.0,5.0,6.0,2
427,0,21.0,2.0,4.7,2.0,7.6,67.0,8.9,0.0,1.0,3.0,6.0,6.0,1
428,0,22.0,5.0,3.4,2.0,4.5,88.0,3.3,2.0,1.0,2.0,7.0,7.0,1
429,0,20.0,7.0,6.0,8.0,4.8,91.0,2.7,5.0,1.0,2.0,3.0,1.0,2
430,1,18.0,7.0,5.8,10.0,9.0,95.0,7.0,4.0,5.0,8.0,3.0,10.0,2
431,0,24.0,6.0,6.7,10.0,6.6,66.0,6.8,5.0,5.0,3.0,8.0,8.0,2
432,1,21.0,8.0,6.8,1.0,6.1,69.0,7.5,2.0,5.0,6.0,1.0,9.0,1
433,1,23.0,6.0,5.6,9.0,5.5,98.0,9.0,5.0,5.0,10.0,2.0,7.0,0
434,1,21.0,6.0,4.7,7.0,5.4,74.0,8.1,4.0,4.0,1.0,1.0,3.0,1
435,0,24.0,8.0,3.2,3.0,6.5,69.0,7.0,3.0,2.0,4.0,6.0,5.0,1
436,1,22.0,4.0,7.2,9.0,7.2,89.0,6.9,3.0,1.0,2.0,8.0,8.0,2
437,0,18.0,8.0,6.6,8.0,8.6,85.0,8.1,0.0,3.0,1.0,2.0,7.0,1
438,0,18.0,1.0,5.0,2.0,4.5,84.0,4.9,4.0,4.0,4.0,8.0,6.0,2
439,0,24.0,1.0,4.4,4.0,5.6,94.0,6.6,2.0,4.0,10.0,10.0,8.0,0
440,0,23.0,8.0,5.1,2.0,7.3,71.0,6.9,5.0,1.0,1.0,6.0,6.0,1
441,0,22.0,6.0,6.0,2.0,6.6,67.0,3.0,1.0,3.0,3.0,7.0,2.0,1
442,0,22.0,4.0,3.1,4.0,6.3,72.0,4.6,3.0,1.0,8.0,4.0,6.0,2
443,1,24.0,7.0,6.2,1.0,8.8,72.0,9.4,3.0,3.0,10.0,9.0,3.0,0
444,0,18.0,1.0,4.6,9.0,8.7,92.0,7.3,4.0,3.0,9.0,3.0,10.0,2
445,1,23.0,3.0,4.3,2.0,5.6,89.0,6.4,5.0,4.0,10.0,6.0,9.0,2
446,0,21.0,4.0,4.2,5.0,6.8,90.0,7.3,2.0,2.0,8.0,3.0,3.0,2
447,0,22.0,5.0,5.0,9.0,7.2,85.0,9.4,5.0,5.0,9.0,4.0,4.0,0
448,1,22.0,5.0,6.9,6.0,4.3,73.0,2.0,5.0,5.0,3.0,9.0,9.0,2
449,0,23.0,2.0,6.9,6.0,4.4,100.0,6.6,3.0,4.0,10.0,7.0,9.0,0
450,0,24.0,7.0,2.7,1.0,3.8,98.0,8.1,0.0,0.0,7.0,3.0,1.0,2
451,1,19.0,5.0,6.5,3.0,5.6,83.0,2.0,5.0,2.0,3.0,1.0,5.0,1
452,1,24.0,1.0,3.9,6.0,7.1,93.0,4.0,0.0,4.0,9.0,4.0,9.0,1
453,0,19.0,5.0,5.4,1.0,6.5,89.0,8.2,3.0,3.0,6.0,9.0,1.0,2
454,1,23.0,5.0,5.2,4.0,5.0,93.0,9.4,1.0,5.0,6.0,10.0,9.0,2
455,1,24.0,4.0,4.7,5.0,6.5,93.0,5.1,1.0,5.0,2.0,3.0,3.0,1
456,1,21.0,1.0,4.1,7.0,5.2,82.0,6.7,4.0,2.0,3.0,3.0,10.0,1
457,0,18.0,6.0,8.4,8.0,4.4,74.0,3.8,0.0,1.0,6.0,10.0,1.0,0
458,0,21.0,6.0,7.9,2.0,6.2,85.0,5.7,4.0,1.0,3.0,9.0,2.0,2
459,1,21.0,7.0,7.1,2.0,5.6,87.0,10.7,1.0,1.0,6.0,6.0,6.0,2
460,0,19.0,8.0,6.4,9.0,5.8,65.0,11.3,0.0,5.0,6.0,8.0,4.0,0
461,1,18.0,6.0,3.8,7.0,7.6,72.0,7.6,3.0,2.0,9.0,5.0,1.0,0
462,0,22.0,8.0,7.6,8.0,8.8,67.0,7.1,2.0,5.0,4.0,6.0,9.0,2
463,1,18.0,3.0,3.5,9.0,7.2,99.0,5.6,0.0,5.0,2.0,4.0,4.0,1
464,0,24.0,2.0,9.0,4.0,6.7,99.0,6.3,5.0,5.0,7.0,2.0,3.0,2
465,1,21.0,6.0,5.4,1.0,4.5,70.0,5.1,0.0,0.0,3.0,5.0,9.0,1
466,1,22.0,4.0,7.4,5.0,5.5,91.0,4.9,3.0,3.0,7.0,7.0,6.0,0
467,1,21.0,2.0,6.1,9.0,8.3,65.0,8.4,5.0,5.0,10.0,2.0,10.0,2
468,1,23.0,2.0,7.0,6.0,5.4,97.0,4.2,0.0,2.0,5.0,10.0,2.0,0
469,0,24.0,8.0,8.0,7.0,6.0,90.0,6.5,5.0,0.0,8.0,3.0,9.0,2
470,1,19.0,7.0,7.7,9.0,7.3,83.0,7.9,5.0,1.0,5.0,6.0,1.0,0
471,1,18.0,1.0,9.3,1.0,5.5,90.0,8.9,4.0,4.0,2.0,5.0,4.0,2
472,0,19.0,7.0,5.1,9.0,6.9,74.0,10.1,1.0,1.0,4.0,10.0,5.0,0
473,1,18.0,3.0,6.0,10.0,7.3,68.0,9.1,4.0,3.0,9.0,2.0,5.0,0
474,1,20.0,2.0,4.3,4.0,5.2,96.0,4.9,2.0,2.0,3.0,4.0,2.0,2
475,0,22.0,2.0,1.1,4.0,9.0,85.0,4.8,3.0,3.0,6.0,10.0,5.0,2
476,1,22.0,6.0,4.6,6.0,6.1,92.0,7.6,1.0,0.0,6.0,4.0,4.0,2
477,0,20.0,6.0,6.6,3.0,7.8,86.0,5.8,3.0,3.0,8.0,6.0,5.0,2
478,0,22.0,2.0,4.7,3.0,6.9,70.0,6.5,2.0,1.0,9.0,4.0,5.0,2
479,1,23.0,2.0,8.2,1.0,7.2,97.0,8.5,5.0,0.0,10.0,10.0,7.0,0
480,1,18.0,5.0,6.3,9.0,8.3,99.0,7.4,3.0,5.0,3.0,6.0,7.0,2
481,1,24.0,5.0,2.4,3.0,7.1,94.0,5.7,4.0,4.0,2.0,7.0,6.0,1
482,1,23.0,4.0,3.9,10.0,7.4,75.0,9.5,4.0,1.0,8.0,3.0,3.0,0
483,1,23.0,8.0,5.0,6.0,7.0,67.0,10.4,1.0,3.0,4.0,2.0,5.0,1
484,0,19.0,1.0,5.5,4.0,9.0,98.0,8.1,2.0,3.0,8.0,8.0,1.0,0
485,1,23.0,6.0,1.5,2.0,7.6,98.0,7.8,5.0,2.0,5.0,10.0,9.0,1
486,1,21.0,7.0,7.6,6.0,7.5,69.0,6.7,4.0,2.0,7.0,4.0,9.0,2
487,0,20.0,6.0,2.6,8.0,6.2,95.0,5.3,4.0,0.0,9.0,3.0,8.0,2
488,1,19.0,2.0,3.8,9.0,7.4,82.0,10.3,1.0,1.0,3.0,3.0,6.0,2
489,1,23.0,4.0,5.8,7.0,4.7,86.0,7.9,5.0,0.0,8.0,8.0,8.0,0
490,1,22.0,3.0,7.4,7.0,5.6,66.0,6.7,1.0,0.0,3.0,10.0,10.0,2
491,1,19.0,1.0,5.0,10.0,5.3,74.0,8.3,0.0,1.0,5.0,3.0,9.0,2
492,0,22.0,1.0,4.8,5.0,7.1,70.0,5.2,1.0,3.0,10.0,8.0,8.0,2
493,1,19.0,7.0,4.1,10.0,7.6,74.0,6.3,4.0,1.0,10.0,9.0,5.0,0
494,1,23.0,6.0,8.5,8.0,5.9,69.0,7.4,1.0,3.0,7.0,3.0,2.0,0
495,1,19.0,7.0,6.9,3.0,4.4,71.0,3.5,1.0,3.0,10.0,10.0,1.0,0
496,1,18.0,8.0,1.9,3.0,8.4,99.0,5.9,0.0,5.0,7.0,9.0,7.0,1
497,0,24.0,1.0,10.1,9.0,5.7,92.0,7.4,1.0,3.0,7.0,6.0,10.0,0
498,1,21.0,3.0,8.1,5.0,9.0,95.0,11.1,1.0,0.0,5.0,10.0,9.0,2
499,0,20.0,4.0,7.4,1.0,8.0,65.0,8.2,4.0,4.0,2.0,9.0,1.0,2
500,0,23.0,4.0,6.6,6.0,5.7,91.0,5.4,2.0,0.0,3.0,7.0,10.0,2
501,0,20.0,7.0,5.0,10.0,6.2,88.0,6.1,4.0,2.0,7.0,4.0,7.0,0
502,0,19.0,6.0,6.4,9.0,7.9,100.0,7.2,3.0,2.0,5.0,10.0,6.0,0
503,0,23.0,3.0,8.0,2.0,4.8,79.0,6.6,3.0,5.0,3.0,2.0,4.0,1
504,0,24.0,6.0,3.6,9.0,3.7,68.0,6.8,1.0,3.0,1.0,2.0,3.0,2
505,0,22.0,7.0,4.8,2.0,8.8,69.0,8.3,2.0,1.0,6.0,2.0,10.0,1
506,1,23.0,7.0,3.0,7.0,9.0,98.0,9.4,2.0,5.0,10.0,1.0,3.0,2
507,0,21.0,1.0,6.2,4.0,6.2,98.0,5.1,2.0,1.0,1.0,10.0,9.0,1
508,1,22.0,3.0,4.3,1.0,8.1,88.0,10.8,1.0,5.0,1.0,3.0,2.0,1
509,0,24.0,7.0,8.1,6.0,5.8,90.0,4.8,3.0,4.0,4.0,9.0,1.0,0
510,1,18.0,5.0,5.3,9.0,3.8,87.0,7.6,2.0,2.0,4.0,10.0,4.0,0
